"Handle"	"Funder Identifier lt. CrossRef"	"Funder-Info lt. CrossRef"	"Funder-Phrase lt. PDF"	"keine Funder-Angabe im PDF"
"10419/195464"	"'10.13039/501100000646'"	"'Japan Society for the Promotion of Science London'"	"This work was supported in part by the Japan Society for the Promotion of Science KAKENHI Grant Number 16H03606."	
"10419/205977"	"'10.13039/501100012709'"	"'National University of Science and Technology'"	"Travel and subsistence for this study was funded by the National University of Science and Technology (Bulawayo)."	
"10419/149445"	"'10.13039/501100001782', '10.13039/501100001711'"	"'University of Melbourne', 'Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung'"	"van de Ven thanks the Melbourne University Faculty Grant scheme for funding. Voitchovsky thanks the Swiss National Science Foundation for financial support. "	
"10419/197250"	"'10.13039/501100006109'"	"'Vedecká Grantová Agentúra MŠVVaŠ SR a SAV'"	"VEGA Project No. 1/0945/17 - Scientific Grant Agency of the Ministry of Education, science, research and sport of the Slovak Republic and the Slovak Academy of Sciences."	
"10419/187880"	"'10.13039/501100002347'"	"'German Federal Ministry of Education and Research (BMBF)'"	"W. Medjroubi, C. Matke and D. Kleinhans acknowledge funding by the German Federal Ministry of Education and Research (BMBF) (funding initiative Zukunftsfähige Stromnetze, project SciGRID, funding code 03SF0471)."	
"10419/169296"		"'Ministerio de Relaciones Exteriores de Noruega'"	"We acknowledge funding from the Ministry of Foreign Affairs of Norway. "	
"10419/200124"	"'10.13039/501100001663', '10.13039/501100005908', '10.13039/501100010771', '10.13039/501100001655'"	"'Volkswagen Foundation', 'Bundesministerium für Ernährung und Landwirtschaft', 'Bundesanstalt für Landwirtschaft und Ernährung', 'Deutscher Akademischer Austauschdienst'"	"We acknowledge support by the Volkswagen Foundation through the MATRACC project ‘The Global Food Crisis – Impact on Wheat Markets and Trade in the Caucasus and Central Asia and the Role of Kazakhstan, Russia and Ukraine’; the Federal Ministry of Food and Agriculture (BMEL) and the Federal Office for Agriculture and Food (BLE) through the GERUKA project ‘Global Food Security and the Grain Markets in Russia, Ukraine and Kazakhstan’; and the German Academic Exchange Service (DAAD)."	
"10419/195234"		"'Centro de Estudios Espinosa Yglesias'"	"We are grateful for financial support from the Centro de Estudios Espinosa Yglesias (CEEY). "	
"10419/175634"	"'10.13039/501100001840'"	"'Icelandic Centre for Research', 'Icelandic Student Innovation Fund'"	"We are grateful for having received funding from The Icelandic Student Innovation Fund (application number 1536030091) and from The Icelandic Research Fund – Icelandic Center for Research (IRF grant number 130611–052) to support assistantship by Hildur Margrét Jóhannsdóttir."	
"10419/169292"	"'10.13039/501100000155'"	"'Social Sciences and Humanities Research Council of Canada'"	"We are grateful for the funding from the Social Science and Humanities Research Council (SSHRC) and technical support from Statistics Canada."	
"10419/179165"	"'10.13039/501100003631'"	"'Economic and Social Research Council'"	"We are grateful to the Economic and Social Research Council (Grant ES/K002201/1 to the third author) and the Leicester Judgment and Decision Making Endowment Fund (Grant RM43G0176 to the first and second authors) for support in the preparation of this article. We also thank Diana G. Pinto and Felix Kölle for research assistance on this project."	
"10419/194638"	"'10.13039/501100004535'"	"'Ethiopian Institute of Agricultural Research'"	"We are grateful to the Ethiopian Institute of Agricultural Research for funding this research work."	
"10419/197456"	"'10.13039/100000010'"	"'Ford Foundation'"	"We are grateful to the Ford Foundation for funding for this project. We also are grateful to Claire Oxford for excellent research assistance, Juan Trejo for assistance with the Mexican Census data, Juan Camilo Castillo and Daniel Mejia for providing the Colombian cocaine seizure data, and seminar participants at Vassar College, Bates College, Wake Forest University, University of Rochester, ITAM, University of Connecticut and LAC-DEV for feedback."	
"10419/167752"	"'10.13039/501100006644'"	"'The Institute and Faculty of Actuaries'"	"We are grateful to the Institute and Faculty of Actuaries (IFoA) for commissioning this research."	
"10419/195023"		"'National Bank of Belgium'"	"We are grateful to the National Bank of Belgium (NBB) for financial support and to Statistics Belgium (DGSIE) for giving access to the data. "	
"10419/179108"	"'10.13039/501100001659'"	"'Deutsche Forschungsgemeinschaft'"	"We are very grateful for the support of the DFG (German Research Foundation), which financed this project (Project ID HI 811/5-3). Furthermore, we thank Prof. Dr. Norbert Hirschauer and Dr. Miroslava Bavorova for their support within the project."	
"10419/195287"	"'10.13039/501100003329', '10.13039/501100003086'"	"'Ministerio de Economía y Competitividad', 'Eusko Jaurlaritza'"	"We gratefully acknowledge financial support from Ministerio de Economía y Competitividad (Spain) and from the Basque Government via projects ECO2015-65826-P and IT 793-13 respectively. "	
"10419/172507"	"'10.13039/501100000269'"	"'Economic and Social Research Council'"	"We gratefully acknowledge financial support from the ESRC."	
"10419/195257"	"'10.13039/501100003329', '10.13039/100015866', '10.13039/501100003359'"	"'Ministerio de Economía y Competitividad', 'Hezkuntza, Hizkuntza Politika Eta Kultura Saila, Eusko Jaurlaritza', 'Generalitat Valenciana'"	"We gratefully acknowledge financial support from the Spanish Ministry of Economy and Competitiveness (MINECO ECO2015-68057-R and ECO2016-79650-P, co-financed with FEDER), the Basque Government Department of Education, Language Policy and Culture (IT885-16), and the Generalitat Valenciana (Prometeo II-2014-053)."	
"10419/167901"	"'10.13039/501100001659', '10.13039/501100001663'"	"'Deutsche Forschungsgemeinschaft', 'Volkswagen Foundation'"	"We gratefully acknowledge funding from the Deutsche Forschungsgemeinschaft (DFG) within the Research Training Group 1932 “Stochastic Models for Innovations in the Engineering Sciences”, the Volkswagen Foundation within the project “Multivariate and Dynamic Extreme Events with Possibly Misspecified Models”, and the Center of Mathematical and Computational Modeling CM2 of the University of Kaiserslautern, including the funding for the acquisition of the main workstation used throughout this work. We also wish to thank Xilinx University Program (Ireland) for the early access to the Xilinx SDAccel tool, and Matthias Deege from IPConcept (Luxemburg) for useful discussions."	
"10419/199009"	"'10.13039/100010663', '10.13039/501100001663'"	"'H2020 European Research Council', 'Volkswagen Foundation'"	"We gratefully acknowledge funding from the H2020 European Research Council (ERC) Project ‘Political Conflict in Europe in the Shadow of the Great Recession’ [Project ID: 338875]. Swen Hutter also gratefully acknowledges funding from the Volkswagen Foundation during the final preparation of this manuscript."	
"10419/175624"	"'10.13039/501100002347'"	"'Bundesministerium für Bildung und Forschung'"	"We gratefully acknowlege financial support by the “Bundesministerium für Bildung und Forschung” (BMBF)."	
"10419/196977"	"'10.13039/501100001848'"	"'Indian Council of Social Science Research'"	"We greatly acknowledge the support provided by the Indian Council of Social Sciences Research (ICSSR) for this study."	
"10419/194832"	"'10.13039/501100005872'"	"'Bahir Dar University'"	"We received funding for this manuscript from Bahir Dar Institute of Technology."	
"10419/200515"	"'10.13039/501100004063'"	"'Knut och Alice Wallenbergs Stiftelse', 'Jan Wallander and Tom Hedelius Foundation (Handelsbankens Forskningsstiftelser)', 'Netherlands Organisation for Scientific Research (NWO)', 'Speerpunt Behavioural Economics of the University of Amsterdam'"	"We thank the Jan Wallander and Tom Hedelius Foundation (Handelsbankens Forskningsstiftelser), the Knut and Alice Wallenberg Foundation, the Netherlands Organisation for Scientific Research (NWO) and the Speerpunt Behavioural Economics of the University of Amsterdam for generous support."	
"10419/152420"	"'10.13039/100004421'"	"'World Bank Group'"	"We thank the Umbrella Facility for Gender Equality (UFGE) Trust Fund for supporting this work, Sami Sofan for his work supporting this project, and Mohamed Raouda for research assistance."	
"10419/152428"	"'10.13039/100004421'"	"'World Bank Group'"	"We thank the World Bank’s Gender Action Plan, TFESSD, and PSIA trust funds for funding this project. "	
"10419/175628"	"'10.13039/501100000272'"	"'National Institute for Health Research', 'Medical Research Council (GB)'"	"We thankfully acknowledge NIHR support from grant RMOFS 2012/07. Eleonora Fichera acknowledges financial support from the MRC Early Career Fellowship in Economics of Health (MR/K021583/1). "	
"10419/205942"	"'10.13039/501100004681', '10.13039/501100004681'"	"'Higher Education Commission, Pakistan', 'Higher Education Commission, Pakistan'"	"We would like to acknowledge the research support from Higher Education Commission of Pakistan under its NRPU (National Research for Pakistani Universities) Research Project No. 1992."	
"10419/179079"	"'10.13039/501100000780'"	"'European Commission', 'Bayer Crop Science AG', 'The Federal Ministry for Economic Cooperation and Development of Germany (BMZ)'"	"We would like to thank Bayer Crop Science AG, the European Commission (FOODSECURE research project), and the Federal Ministry for Economic Cooperation and Development of Germany (Commodity Price Volatility Research Project) for partial funding of this research."	
"10419/197073"	"'10.13039/501100000646'"	"'Japan Society for the Promotion of Science London'"	"We would like to thank seminar participants for helpful comments. Research for this paper was supported financially by JSPS KAKENHI Grant Numbers 17K03746 and 17K03791."	
"10419/168007"	"'10.13039/501100002428', '10.13039/501100000646'"	"'Austrian Science Fund', 'Japan Society for the Promotion of Science'"	"We would like to thank the Austrian Science Fund (FWF): P27018-G11 (to T.S.), JSPS KAKENHI Grant Number 16H03120 (to I.O.), JSPS KAKENHI Grant Number 15KT0133 and 26330387 (to H.Y.)."	
"10419/197452"		"'Spanish Ministry of Education'"	"We would like to thank the editor and an anonymous referee for the helpful comments. Santiago Budría acknowledges the financial support provided by the Spanish Ministry of Education through grants ECO2012-33993 and ECO2012-36480 and Aristos Campus Mundus Program through grant ACM2016_22."	
"10419/152365"	"'10.13039/501100001809'"	"'National Natural Science Foundation of China (CN)'"	"We would like to thank www.xmrc.com for providing the data, the editor and two anonymous referees for helpful comments. This research is supported by the National Natural Science Foundation of China through Grant No. 71203188, titled ""Impacts of Hukou, Education and Wage on Job Search and Match: Evidence Based on Online Job Board Microdata""."	
