	Index	handle	page_n	ne	type_ne	crossref_doi	crossref_phrase	pdf_phrase	funder	matched_funder
215	399	10419/173194	10	Nanjing University of Information Science		'10.13039/501100012166'	'National Basic Research Program of China (973 Program)', 'Key project of national social and scientific fund program', 'Alexander Humboldt Foundation-Climate Protection Programe of Germany', 'the Startup Foundation for Introducing Talents of Nanjing University of Information Science and Technology', 'National Basic Research Development Program of China', 'National Basic Research Development Program of China', 'National Natural Science Foundation of China (CN)'	The work was financially supported by National Key Research and Development Program of China (Grant no. 2017YFC0504301), the Key Project of National Social and Scientific Fund Program (Grant no.16ZDA047), Alexander von Humboldt Foundation, Startup Foundation for Introducing Talents of Nanjing University of Information Science and Technology (Grant no. 2243141601048), National Basic Research Development Program of China (Grant no. 2015CB953602, 2016YFA0602500), and the National Science Foundation of China (Grant no. 41271542). 	Y	Startup Foundation for Introducing Talent of Nanjing University of Information Science and Technology (China); doi:10.13039/501100013156; 90.00
216	400	10419/173194	10	National Basic Research Development Program of China		'10.13039/501100012166'	'National Basic Research Program of China (973 Program)', 'Key project of national social and scientific fund program', 'Alexander Humboldt Foundation-Climate Protection Programe of Germany', 'the Startup Foundation for Introducing Talents of Nanjing University of Information Science and Technology', 'National Basic Research Development Program of China', 'National Basic Research Development Program of China', 'National Natural Science Foundation of China (CN)'	The work was financially supported by National Key Research and Development Program of China (Grant no. 2017YFC0504301), the Key Project of National Social and Scientific Fund Program (Grant no.16ZDA047), Alexander von Humboldt Foundation, Startup Foundation for Introducing Talents of Nanjing University of Information Science and Technology (Grant no. 2243141601048), National Basic Research Development Program of China (Grant no. 2015CB953602, 2016YFA0602500), and the National Science Foundation of China (Grant no. 41271542). 	Y	National Key Research and Development Program of China (China) (National Basic Research Program of China (China)); doi:10.13039/501100012166; 95.00
217	401	10419/173194	10	National Science Foundation of China		'10.13039/501100012166'	'National Basic Research Program of China (973 Program)', 'Key project of national social and scientific fund program', 'Alexander Humboldt Foundation-Climate Protection Programe of Germany', 'the Startup Foundation for Introducing Talents of Nanjing University of Information Science and Technology', 'National Basic Research Development Program of China', 'National Basic Research Development Program of China', 'National Natural Science Foundation of China (CN)'	The work was financially supported by National Key Research and Development Program of China (Grant no. 2017YFC0504301), the Key Project of National Social and Scientific Fund Program (Grant no.16ZDA047), Alexander von Humboldt Foundation, Startup Foundation for Introducing Talents of Nanjing University of Information Science and Technology (Grant no. 2243141601048), National Basic Research Development Program of China (Grant no. 2015CB953602, 2016YFA0602500), and the National Science Foundation of China (Grant no. 41271542). 	Y	National Natural Science Foundation of China (China); doi:10.13039/501100001809; 95.00
218	407	10419/175588	11	VEGA Project		'10.13039/501100003194'	'Agentúra Ministerstva školstva, vedy, výskumu a športu SR'	This work was supported by the VEGA Project No. 1/0929/14 “Multidimensional economic and financial evaluation of the implementation process and the use of 1 day health care and quantification of the financial impact on the health care system in the Slovak Republic”.	Y	
219	408	10419/175588	11	Slovak Republic		'10.13039/501100003194'	'Agentúra Ministerstva školstva, vedy, výskumu a športu SR'	This work was supported by the VEGA Project No. 1/0929/14 “Multidimensional economic and financial evaluation of the implementation process and the use of 1 day health care and quantification of the financial impact on the health care system in the Slovak Republic”.	Y	Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky (Slovakia) (Ministry of Education, Science, Research and Sport of the Slovak Republic (Slovakia)); doi:10.13039/501100003193; 90.00
220	411	10419/175589	9	Ontario Ministry of Health		'10.13039/501100000226'	'Ontario Ministry of Health and Long-Term Care', 'Health System Performance Research Network'	This study was supported by the Health System Performance Research Network (HSPRN grant # 06034) and the Institute for Clinical Evaluative Sciences (ICES) which are funded by the Ontario Ministry of Health and Long-Term Care.	Y	Ontario Ministry of Health and Long-Term Care (Canada); doi:10.13039/501100000226; 90.00
221	412	10419/175589	9	HSPRN		'10.13039/501100000226'	'Ontario Ministry of Health and Long-Term Care', 'Health System Performance Research Network'	This study was supported by the Health System Performance Research Network (HSPRN grant # 06034) and the Institute for Clinical Evaluative Sciences (ICES) which are funded by the Ontario Ministry of Health and Long-Term Care.	Y	
222	413	10419/175589	9	ICES		'10.13039/501100000226'	'Ontario Ministry of Health and Long-Term Care', 'Health System Performance Research Network'	This study was supported by the Health System Performance Research Network (HSPRN grant # 06034) and the Institute for Clinical Evaluative Sciences (ICES) which are funded by the Ontario Ministry of Health and Long-Term Care.	Y	Clalit Health Services (Israel); doi:10.13039/501100006482; 90.00
223	421	10419/175595	10	Deutsche Forschungsgemeinschaft			'Deutsche Forschungsgemeinschaft and Ruprecht-Karls-Universität Heidelberg'	The Article Processing Charges for this paper were funded by Deutsche Forschungsgemeinschaft and Ruprecht-Karls-Universität Heidelberg.	Y	Deutsche Forschungsgemeinschaft (Germany); doi:10.13039/501100001659; 95.00
224	424	10419/175596	10	SVV		'10.13039/100007543'	'Grantová Agentura, Univerzita Karlova (CZ)', 'SV IES FSV UK'	 Financial support by SVV 260 113 and GAUK 910 915 are also gratefully acknowledged.	Y	
225	425	10419/175596	10	GAUK		'10.13039/100007543'	'Grantová Agentura, Univerzita Karlova (CZ)', 'SV IES FSV UK'	 Financial support by SVV 260 113 and GAUK 910 915 are also gratefully acknowledged.	Y	
226	426	10419/175598	9	National Pharmaceutical Association			'Economic and Social Research Council (GB)/Medical Research Council'	The Medman study was funded by the Department of Health for England and Wales and managed by a collaboration of the National Pharmaceutical Association, the Royal Pharmaceutical Society of Great Britain, the Company Chemist Association and the Co-operative Pharmacy Technical Panel, led by the Pharmaceutical Services Negotiating Committee. The research in this paper was undertaken while the lead author MT was undertaking a doctoral research fellowship jointly funded by the Economic and Social Research Council (ESRC) and the Medical Research Council (MRC). The Health Economics Research Unit (HERU), University of Aberdeen is funded by the Chief Scientific Office of the Scottish Government Health and Social Care Directorate.	Y	
227	427	10419/175598	9	Great Britain			'Economic and Social Research Council (GB)/Medical Research Council'	The Medman study was funded by the Department of Health for England and Wales and managed by a collaboration of the National Pharmaceutical Association, the Royal Pharmaceutical Society of Great Britain, the Company Chemist Association and the Co-operative Pharmacy Technical Panel, led by the Pharmaceutical Services Negotiating Committee. The research in this paper was undertaken while the lead author MT was undertaking a doctoral research fellowship jointly funded by the Economic and Social Research Council (ESRC) and the Medical Research Council (MRC). The Health Economics Research Unit (HERU), University of Aberdeen is funded by the Chief Scientific Office of the Scottish Government Health and Social Care Directorate.	Y	Association of Anaesthetists of Great Britain and Ireland (United Kingdom); doi:10.13039/501100007567; 90.00
228	428	10419/175598	9	Pharmaceutical Services Negotiating Committee			'Economic and Social Research Council (GB)/Medical Research Council'	The Medman study was funded by the Department of Health for England and Wales and managed by a collaboration of the National Pharmaceutical Association, the Royal Pharmaceutical Society of Great Britain, the Company Chemist Association and the Co-operative Pharmacy Technical Panel, led by the Pharmaceutical Services Negotiating Committee. The research in this paper was undertaken while the lead author MT was undertaking a doctoral research fellowship jointly funded by the Economic and Social Research Council (ESRC) and the Medical Research Council (MRC). The Health Economics Research Unit (HERU), University of Aberdeen is funded by the Chief Scientific Office of the Scottish Government Health and Social Care Directorate.	Y	
229	429	10419/175598	9	Social Care Directorate			'Economic and Social Research Council (GB)/Medical Research Council'	The Medman study was funded by the Department of Health for England and Wales and managed by a collaboration of the National Pharmaceutical Association, the Royal Pharmaceutical Society of Great Britain, the Company Chemist Association and the Co-operative Pharmacy Technical Panel, led by the Pharmaceutical Services Negotiating Committee. The research in this paper was undertaken while the lead author MT was undertaking a doctoral research fellowship jointly funded by the Economic and Social Research Council (ESRC) and the Medical Research Council (MRC). The Health Economics Research Unit (HERU), University of Aberdeen is funded by the Chief Scientific Office of the Scottish Government Health and Social Care Directorate.	Y	Scottish Government Health and Social Care Directorate (United Kingdom); doi:10.13039/100011529; 90.00
230	430	10419/175598	9	DOC			'Economic and Social Research Council (GB)/Medical Research Council'	The Medman study was funded by the Department of Health for England and Wales and managed by a collaboration of the National Pharmaceutical Association, the Royal Pharmaceutical Society of Great Britain, the Company Chemist Association and the Co-operative Pharmacy Technical Panel, led by the Pharmaceutical Services Negotiating Committee. The research in this paper was undertaken while the lead author MT was undertaking a doctoral research fellowship jointly funded by the Economic and Social Research Council (ESRC) and the Medical Research Council (MRC). The Health Economics Research Unit (HERU), University of Aberdeen is funded by the Chief Scientific Office of the Scottish Government Health and Social Care Directorate.	Y	Amdocs (United States); doi:10.13039/100007334; 90.00
231	431	10419/175598	9	ESRC			'Economic and Social Research Council (GB)/Medical Research Council'	The Medman study was funded by the Department of Health for England and Wales and managed by a collaboration of the National Pharmaceutical Association, the Royal Pharmaceutical Society of Great Britain, the Company Chemist Association and the Co-operative Pharmacy Technical Panel, led by the Pharmaceutical Services Negotiating Committee. The research in this paper was undertaken while the lead author MT was undertaking a doctoral research fellowship jointly funded by the Economic and Social Research Council (ESRC) and the Medical Research Council (MRC). The Health Economics Research Unit (HERU), University of Aberdeen is funded by the Chief Scientific Office of the Scottish Government Health and Social Care Directorate.	Y	Economic and Social Research Council (United Kingdom) (ESRC (United Kingdom)); doi:10.13039/501100000269; 90.00
232	432	10419/175598	9	MRC			'Economic and Social Research Council (GB)/Medical Research Council'	The Medman study was funded by the Department of Health for England and Wales and managed by a collaboration of the National Pharmaceutical Association, the Royal Pharmaceutical Society of Great Britain, the Company Chemist Association and the Co-operative Pharmacy Technical Panel, led by the Pharmaceutical Services Negotiating Committee. The research in this paper was undertaken while the lead author MT was undertaking a doctoral research fellowship jointly funded by the Economic and Social Research Council (ESRC) and the Medical Research Council (MRC). The Health Economics Research Unit (HERU), University of Aberdeen is funded by the Chief Scientific Office of the Scottish Government Health and Social Care Directorate.	Y	Naval Medical Research Center—Asia (Singapore) (NMRCA (Singapore)); doi:10.13039/100014066; 90.00
