	handle	page_n	ne	type_ne	crossref_doi	crossref_phrase	pdf_phrase	funder
239	10419/167906	23	ARC		'10.13039/100000893', '10.13039/501100000003', '10.13039/501100001659'	'Simons Foundation', 'ARC', 'DFG'	This work was partially supported by Simons Foundation Grant #226863, ARC Grant DP1092502, DFG grant SZ/321/2-1 and the ARC Centre of Excellence for Mathematical and Statistical Frontiers (ACEMS).	Y
240	10419/167906	23	DFG		'10.13039/100000893', '10.13039/501100000003', '10.13039/501100001659'	'Simons Foundation', 'ARC', 'DFG'	This work was partially supported by Simons Foundation Grant #226863, ARC Grant DP1092502, DFG grant SZ/321/2-1 and the ARC Centre of Excellence for Mathematical and Statistical Frontiers (ACEMS).	Y
241	10419/167906	23	ACEMS		'10.13039/100000893', '10.13039/501100000003', '10.13039/501100001659'	'Simons Foundation', 'ARC', 'DFG'	This work was partially supported by Simons Foundation Grant #226863, ARC Grant DP1092502, DFG grant SZ/321/2-1 and the ARC Centre of Excellence for Mathematical and Statistical Frontiers (ACEMS).	Y
242	10419/167907	17	Macquarie University		'10.13039/501100001809'	'National Natural Science Foundation of China'	The work of Jiaqin Wei is supported by National Natural Science Foundation of China (11601157).	Y
243	10419/167907	17	Jiaqin Wei		'10.13039/501100001809'	'National Natural Science Foundation of China'	The work of Jiaqin Wei is supported by National Natural Science Foundation of China (11601157).	Y
244	10419/167907	17	National Natural Science Foundation of China		'10.13039/501100001809'	'National Natural Science Foundation of China'	The work of Jiaqin Wei is supported by National Natural Science Foundation of China (11601157).	Y
245	10419/167912	14	Barbora Peštová		'10.13039/501100001824'	'The Czech Science Foundation'	Institutional support to Barbora Peštová was provided by RVO:67985807. The research of Michal Pešta was supported by the Czech Science Foundation project GACR No.15-04774Y.	Y
246	10419/167912	14	Michal Pešta		'10.13039/501100001824'	'The Czech Science Foundation'	Institutional support to Barbora Peštová was provided by RVO:67985807. The research of Michal Pešta was supported by the Czech Science Foundation project GACR No.15-04774Y.	Y
247	10419/167912	14	Czech Science Foundation project GA ˇCR		'10.13039/501100001824'	'The Czech Science Foundation'	Institutional support to Barbora Peštová was provided by RVO:67985807. The research of Michal Pešta was supported by the Czech Science Foundation project GACR No.15-04774Y.	Y
248	10419/167932	29	National Science Foundation		'10.13039/100006445', '10.13039/501100001821'	'NSF', 'WWTF'	Hofbauer’s work was supported by the WWTF grant (Project Number MA09-017) of the city of Vienna, Austria. Huttegger’s work was supported by the National Science Foundation under Grant No. EF-1038456.	Y
249	10419/167932	29	Grant No		'10.13039/100006445', '10.13039/501100001821'	'NSF', 'WWTF'	Hofbauer’s work was supported by the WWTF grant (Project Number MA09-017) of the city of Vienna, Austria. Huttegger’s work was supported by the National Science Foundation under Grant No. EF-1038456.	Y
250	10419/167932	29	WWTF		'10.13039/100006445', '10.13039/501100001821'	'NSF', 'WWTF'	Hofbauer’s work was supported by the WWTF grant (Project Number MA09-017) of the city of Vienna, Austria. Huttegger’s work was supported by the National Science Foundation under Grant No. EF-1038456.	Y
251	10419/167932	29	Grant No.EF-1038456		'10.13039/100006445', '10.13039/501100001821'	'NSF', 'WWTF'	Hofbauer’s work was supported by the WWTF grant (Project Number MA09-017) of the city of Vienna, Austria. Huttegger’s work was supported by the National Science Foundation under Grant No. EF-1038456.	Y
252	10419/167935	21	Basic Science Research Program		'10.13039/100000893', '10.13039/501100003725'	'Simons Foundation', 'National Research Foundation of Korea'	S. N. Ethier is partially supported by a grant from the Simons Foundation (209632) and J. Lee is supported by the Basic Science Research Program through the National Research Foundation of Korea (NRF) funded by the Ministry of Science, ICT & Future Planning (No. 2013R1A1A3A04007670).	Y
253	10419/167935	21	National Research Foundation of Korea		'10.13039/100000893', '10.13039/501100003725'	'Simons Foundation', 'National Research Foundation of Korea'	S. N. Ethier is partially supported by a grant from the Simons Foundation (209632) and J. Lee is supported by the Basic Science Research Program through the National Research Foundation of Korea (NRF) funded by the Ministry of Science, ICT & Future Planning (No. 2013R1A1A3A04007670).	Y
254	10419/167935	21	NRF		'10.13039/100000893', '10.13039/501100003725'	'Simons Foundation', 'National Research Foundation of Korea'	S. N. Ethier is partially supported by a grant from the Simons Foundation (209632) and J. Lee is supported by the Basic Science Research Program through the National Research Foundation of Korea (NRF) funded by the Ministry of Science, ICT & Future Planning (No. 2013R1A1A3A04007670).	Y
255	10419/167935	21	ICT		'10.13039/100000893', '10.13039/501100003725'	'Simons Foundation', 'National Research Foundation of Korea'	S. N. Ethier is partially supported by a grant from the Simons Foundation (209632) and J. Lee is supported by the Basic Science Research Program through the National Research Foundation of Korea (NRF) funded by the Ministry of Science, ICT & Future Planning (No. 2013R1A1A3A04007670).	Y
256	10419/167937	17	Government support		'10.13039/100000925'	'John Templeton Foundation'	Funding from the John Templeton Foundation is also gratefully acknowledged.	Y
257	10419/167937	17	John Templeton Foundation		'10.13039/100000925'	'John Templeton Foundation'	Funding from the John Templeton Foundation is also gratefully acknowledged.	Y
258	10419/167944	9	Leverhulme Trust		'10.13039/501100000275', '10.13039/100004440'	'Leverhulme Trust', 'Wellcome Trust'	This work was supported by the Leverhulme Trust grant RPG-2014-075 and Wellcome Trust Senior Investigator Award WT106931MA to B.L.	Y
259	10419/167944	9	RPG-2014 - 075		'10.13039/501100000275', '10.13039/100004440'	'Leverhulme Trust', 'Wellcome Trust'	This work was supported by the Leverhulme Trust grant RPG-2014-075 and Wellcome Trust Senior Investigator Award WT106931MA to B.L.	Y
260	10419/167944	9	grant RPG-2014-075		'10.13039/501100000275', '10.13039/100004440'	'Leverhulme Trust', 'Wellcome Trust'	This work was supported by the Leverhulme Trust grant RPG-2014-075 and Wellcome Trust Senior Investigator Award WT106931MA to B.L.	Y
261	10419/167951	11	Research Council of Norway		'10.13039/501100005416'	'Norwegian Research Council'	This project was funded by the Research Council of Norway, grant number 193703.	Y
262	10419/167951	11	grant No.193703		'10.13039/501100005416'	'Norwegian Research Council'	This project was funded by the Research Council of Norway, grant number 193703.	Y
263	10419/167955	13	John Templeton Foundation		'10.13039/501100002428'	'Austrian Science Fund'	Support from the John Templeton Foundation is gratefully acknowledged. Christian Hilbe acknowledges generous funding by the Schrödinger scholarship of the Austrian Science Fund (FWF) J3475.	Y
264	10419/167955	13	Austrian Science Fund		'10.13039/501100002428'	'Austrian Science Fund'	Support from the John Templeton Foundation is gratefully acknowledged. Christian Hilbe acknowledges generous funding by the Schrödinger scholarship of the Austrian Science Fund (FWF) J3475.	Y
265	10419/167955	13	FWF		'10.13039/501100002428'	'Austrian Science Fund'	Support from the John Templeton Foundation is gratefully acknowledged. Christian Hilbe acknowledges generous funding by the Schrödinger scholarship of the Austrian Science Fund (FWF) J3475.	Y
266	10419/167959	13	SE interactions		'10.13039/100006445'	'National Science Foundation'	This research was funded by the National Science Foundation (grant #1257138). 	Y
267	10419/167959	13	National Science Foundation		'10.13039/100006445'	'National Science Foundation'	This research was funded by the National Science Foundation (grant #1257138). 	Y
268	10419/167960	11	Austrian Science Fund		'10.13039/501100002428', '10.13039/501100000646', '10.13039/501100001809'	'Austrian Science Fund', 'Japan Society for the Promotion of Science', 'National Natural Science Foundation of China'	T.S. was supported by the Austrian Science Fund (FWF): P27018-G11. I.O. acknowledges support by Grants-in-aid for Scientific Research from the Japan Society for the Promotion of Science 26330387. X.C. was supported by the National Natural Science Foundation of China (Grants No. 61503062 and 61203374) and the Fundamental Research Funds of the Central Universities of China.	Y
269	10419/167960	11	Scientiﬁc Research		'10.13039/501100002428', '10.13039/501100000646', '10.13039/501100001809'	'Austrian Science Fund', 'Japan Society for the Promotion of Science', 'National Natural Science Foundation of China'	T.S. was supported by the Austrian Science Fund (FWF): P27018-G11. I.O. acknowledges support by Grants-in-aid for Scientific Research from the Japan Society for the Promotion of Science 26330387. X.C. was supported by the National Natural Science Foundation of China (Grants No. 61503062 and 61203374) and the Fundamental Research Funds of the Central Universities of China.	Y
